,district,county,region,ipc,year_month,ndvi_mean,ndvi_anom,rain_mean,rain_anom,et_mean,et_anom,count_violence,sum_fatalities,food_price_idx,area,cropland_pct,pop,ruggedness_mean,pasture_pct,prev_ipc,2prev_ipc,next_ipc
4,Bor,Bor South,Jonglei,1.0,2009-11-01,0.4723715,85.85184,2.31489,-4.467705,7.499793,-5.23468,1,11,1.197838,14008.33,7.961984,256618.0,11393.76,90.8503,2.0,2.0,1.0
5,Bor,Bor South,Jonglei,1.0,2009-12-01,0.3093003,74.7849,0.9304437,0.1487039,2.397086,-1.17448,3,22,1.205884,14008.33,7.961984,256618.0,11393.76,90.8503,2.0,2.0,1.0
6,Bor,Bor South,Jonglei,1.0,2010-01-01,0.2535015,83.79816,0.2931342,-0.06891564,0.1679761,-0.4543933,0,0,1.238529,14008.33,7.961984,265263.0,11393.76,90.8503,2.0,2.0,2.0
7,Bor,Bor South,Jonglei,1.0,2010-02-01,0.220465,85.87476,1.40663,0.5214898,0.5844359,-0.002675717,0,0,1.262956,14008.33,7.961984,265263.0,11393.76,90.8503,1.0,2.0,2.0
8,Bor,Bor South,Jonglei,1.0,2010-03-01,0.2185806,86.8513,3.486286,-0.6958632,0.7098744,-0.8838806,0,0,1.293821,14008.33,7.961984,265263.0,11393.76,90.8503,1.0,2.0,2.0
9,Bor,Bor South,Jonglei,2.0,2010-04-01,0.2275614,76.68565,7.614567,-5.549418,1.413454,-4.22291,0,0,1.292882,14008.33,7.961984,265263.0,11393.76,90.8503,1.0,2.0,2.0
10,Bor,Bor South,Jonglei,2.0,2010-05-01,0.3382095,79.44981,23.36373,4.377874,10.13869,-1.150318,1,1,1.262869,14008.33,7.961984,265263.0,11393.76,90.8503,2.0,1.0,2.0
11,Bor,Bor South,Jonglei,2.0,2010-06-01,0.5078212,91.14177,16.84291,-2.09755,15.03172,-2.001075,4,17,1.250079,14008.33,7.961984,265263.0,11393.76,90.8503,2.0,1.0,2.0
12,Bor,Bor South,Jonglei,2.0,2010-07-01,0.5923244,95.05682,32.51312,9.128263,19.93449,-1.655068,0,0,1.251864,14008.33,7.961984,265263.0,11393.76,90.8503,2.0,1.0,2.0
13,Bor,Bor South,Jonglei,2.0,2010-08-01,0.6313306,98.86874,26.72625,2.752095,21.86967,-0.9081779,0,0,1.254549,14008.33,7.961984,265263.0,11393.76,90.8503,2.0,2.0,2.0
14,Bor,Bor South,Jonglei,2.0,2010-09-01,0.6427058,102.5903,34.31896,9.866874,21.81356,1.530363,0,0,1.304488,14008.33,7.961984,265263.0,11393.76,90.8503,2.0,2.0,2.0
15,Bor,Bor South,Jonglei,2.0,2010-10-01,0.641986,106.0114,19.63301,2.286952,20.85407,2.328747,0,0,1.278539,14008.33,7.961984,265263.0,11393.76,90.8503,2.0,2.0,1.0
16,Bor,Bor South,Jonglei,1.0,2010-11-01,0.6182626,112.367,7.372652,0.5900571,14.70795,1.973482,0,0,1.264122,14008.33,7.961984,265263.0,11393.76,90.8503,2.0,2.0,1.0
17,Bor,Bor South,Jonglei,1.0,2010-12-01,0.5129991,124.0367,0.6800245,-0.1017152,4.600264,1.028698,3,20,1.254559,14008.33,7.961984,265263.0,11393.76,90.8503,2.0,2.0,1.0
18,Bor,Bor South,Jonglei,1.0,2011-01-01,0.3916366,129.4605,0.2438882,-0.1181617,1.23314,0.6107702,1,0,1.266479,14008.33,7.961984,271467.0,11393.76,90.8503,2.0,2.0,1.0
19,Bor,Bor South,Jonglei,1.0,2011-02-01,0.2942942,114.6324,0.8363938,-0.04874679,0.7104549,0.1233433,5,200,1.2573,14008.33,7.961984,271467.0,11393.76,90.8503,1.0,2.0,1.0
20,Bor,Bor South,Jonglei,1.0,2011-03-01,0.2818355,111.9851,3.717011,-0.4651382,1.38438,-0.2093754,5,0,1.244473,14008.33,7.961984,271467.0,11393.76,90.8503,1.0,2.0,1.0
21,Bor,Bor South,Jonglei,1.0,2011-04-01,0.2873098,96.8202,7.712567,-5.451418,11.1675,5.531131,2,161,1.253839,14008.33,7.961984,271467.0,11393.76,90.8503,1.0,2.0,2.0
22,Bor,Bor South,Jonglei,2.0,2011-05-01,0.3782806,88.86306,20.41666,1.430811,11.92006,0.6310521,0,0,1.28987,14008.33,7.961984,271467.0,11393.76,90.8503,1.0,1.0,2.0
23,Bor,Bor South,Jonglei,2.0,2011-06-01,0.5951636,106.8176,21.16102,2.220554,19.20317,2.170376,0,0,1.329476,14008.33,7.961984,271467.0,11393.76,90.8503,1.0,1.0,2.0
24,Bor,Bor South,Jonglei,2.0,2011-07-01,0.688878,110.5518,25.09263,1.707771,27.22566,5.636096,0,0,1.376833,14008.33,7.961984,271467.0,11393.76,90.8503,1.0,1.0,1.0
25,Bor,Bor South,Jonglei,1.0,2011-08-01,0.6846078,107.2121,19.19065,-4.783506,29.1323,6.354455,0,0,1.464354,14008.33,7.961984,271467.0,11393.76,90.8503,2.0,1.0,1.0
26,Bor,Bor South,Jonglei,2.0,2011-09-01,0.6568621,104.85,24.55962,0.1075368,28.53448,8.251287,0,0,1.638043,14008.33,7.961984,271467.0,11393.76,90.8503,2.0,1.0,1.0
27,Bor,Bor South,Jonglei,1.0,2011-10-01,0.6373178,105.2405,21.70207,4.356012,25.92152,7.396194,0,0,1.780095,14008.33,7.961984,271467.0,11393.76,90.8503,2.0,1.0,2.0
28,Bor,Bor South,Jonglei,2.0,2011-11-01,0.5709555,103.7691,5.557292,-1.225302,17.68608,4.951605,0,0,1.89253,14008.33,7.961984,271467.0,11393.76,90.8503,1.0,2.0,2.0
29,Bor,Bor South,Jonglei,2.0,2011-12-01,0.4204428,101.6578,0.5868914,-0.1948483,6.116094,2.544528,6,52,1.974504,14008.33,7.961984,271467.0,11393.76,90.8503,1.0,2.0,2.0
30,Bor,Bor South,Jonglei,2.0,2012-01-01,0.3123881,103.2639,0.2429348,-0.1191151,0.2799993,-0.3423701,2,22,2.206228,14008.33,7.961984,277671.0,11393.76,90.8503,1.0,2.0,2.0
31,Bor,Bor South,Jonglei,2.0,2012-02-01,0.2576485,100.3583,0.822931,-0.06220958,0.3031591,-0.2839525,1,14,2.149427,14008.33,7.961984,277671.0,11393.76,90.8503,2.0,1.0,2.0
32,Bor,Bor South,Jonglei,2.0,2012-03-01,0.2500935,99.3727,3.115293,-1.066856,0.6191584,-0.9745967,3,0,2.198749,14008.33,7.961984,277671.0,11393.76,90.8503,2.0,1.0,2.0
33,Bor,Bor South,Jonglei,2.0,2012-04-01,0.2870931,96.74717,14.36134,1.197359,7.238667,1.602302,1,0,2.355737,14008.33,7.961984,277671.0,11393.76,90.8503,2.0,1.0,2.0
34,Bor,Bor South,Jonglei,2.0,2012-05-01,0.4763287,111.8958,22.6409,3.655046,16.83426,5.545252,5,13,2.578505,14008.33,7.961984,277671.0,11393.76,90.8503,2.0,2.0,2.0
35,Bor,Bor South,Jonglei,1.0,2012-06-01,0.6097738,109.4398,16.54822,-2.392244,23.38489,6.352095,1,2,2.530287,14008.33,7.961984,277671.0,11393.76,90.8503,2.0,2.0,2.0
36,Bor,Bor South,Jonglei,2.0,2012-07-01,0.6620926,106.2533,36.46995,13.08509,27.57007,5.98051,0,0,2.20881,14008.33,7.961984,277671.0,11393.76,90.8503,2.0,2.0,2.0
37,Bor,Bor South,Jonglei,2.0,2012-08-01,0.6751853,105.7365,28.97659,5.002434,28.93065,6.1528,0,0,2.024267,14008.33,7.961984,277671.0,11393.76,90.8503,2.0,2.0,2.0
38,Bor,Bor South,Jonglei,2.0,2012-09-01,0.6299967,100.5616,26.39156,1.939476,27.42099,7.137798,2,1,1.973478,14008.33,7.961984,277671.0,11393.76,90.8503,2.0,2.0,2.0
39,Bor,Bor South,Jonglei,2.0,2012-10-01,0.6139044,101.3742,20.64718,3.301127,25.27846,6.753136,5,7,2.362269,14008.33,7.961984,277671.0,11393.76,90.8503,2.0,2.0,1.0
40,Bor,Bor South,Jonglei,2.0,2012-11-01,0.5535239,100.601,12.70517,5.922573,17.30039,4.56592,1,9,2.167846,14008.33,7.961984,277671.0,11393.76,90.8503,2.0,2.0,1.0
41,Bor,Bor South,Jonglei,1.0,2012-12-01,0.4540836,109.7917,0.8230622,0.04132244,8.816511,5.244945,6,8,1.940871,14008.33,7.961984,277671.0,11393.76,90.8503,2.0,2.0,1.0
42,Bor,Bor South,Jonglei,1.0,2013-01-01,0.3145096,103.9652,0.3290905,-0.03295935,1.943753,1.321384,4,10,1.891807,14008.33,7.961984,283876.0,11393.76,90.8503,2.0,2.0,2.0
43,Bor,Bor South,Jonglei,2.0,2013-02-01,0.25765,100.3589,0.7869346,-0.09820593,2.46487,1.877758,1,0,1.895738,14008.33,7.961984,283876.0,11393.76,90.8503,1.0,2.0,2.0
44,Bor,Bor South,Jonglei,2.0,2013-03-01,0.2514865,99.92619,5.2321,1.049951,3.42293,1.829175,1,1,1.867079,14008.33,7.961984,283876.0,11393.76,90.8503,1.0,2.0,2.0
45,Bor,Bor South,Jonglei,2.0,2013-04-01,0.286365,96.50182,10.71161,-2.452373,2.652064,-2.984301,3,2,1.785579,14008.33,7.961984,283876.0,11393.76,90.8503,1.0,2.0,2.0
46,Bor,Bor South,Jonglei,2.0,2013-05-01,0.3831827,90.01461,16.91891,-2.066948,10.93429,-0.3547196,2,5,1.655461,14008.33,7.961984,283876.0,11393.76,90.8503,2.0,1.0,2.0
47,Bor,Bor South,Jonglei,2.0,2013-06-01,0.4736963,85.01716,27.90329,8.962828,13.68206,-3.350736,0,0,1.720477,14008.33,7.961984,283876.0,11393.76,90.8503,2.0,1.0,2.0
48,Bor,Bor South,Jonglei,2.0,2013-07-01,0.5934337,95.23485,30.11254,6.727679,19.22904,-2.360519,0,0,1.889535,14008.33,7.961984,283876.0,11393.76,90.8503,2.0,1.0,1.0
49,Bor,Bor South,Jonglei,2.0,2013-08-01,0.6353546,99.4989,18.84249,-5.131672,25.82965,3.051802,0,0,1.836256,14008.33,7.961984,283876.0,11393.76,90.8503,2.0,2.0,1.0
50,Bor,Bor South,Jonglei,2.0,2013-09-01,0.6194891,98.88439,27.31473,2.862646,24.58269,4.299497,3,6,1.906542,14008.33,7.961984,283876.0,11393.76,90.8503,2.0,2.0,1.0
51,Bor,Bor South,Jonglei,1.0,2013-10-01,0.6144401,101.4627,19.7809,2.434841,22.64961,4.12428,1,0,1.79405,14008.33,7.961984,283876.0,11393.76,90.8503,2.0,2.0,2.0
52,Bor,Bor South,Jonglei,2.0,2013-11-01,0.5699695,103.5899,9.651173,2.868578,17.73819,5.003713,2,0,1.813764,14008.33,7.961984,283876.0,11393.76,90.8503,1.0,2.0,2.0
53,Bor,Bor South,Jonglei,2.0,2013-12-01,0.4444945,107.4731,0.8047894,0.02304966,5.694625,2.123059,25,129,1.87868,14008.33,7.961984,283876.0,11393.76,90.8503,1.0,2.0,2.0
54,Bor,Bor South,Jonglei,2.0,2014-01-01,0.3128272,103.409,0.2761435,-0.08590632,1.038568,0.4161989,39,375,1.914748,14008.33,7.961984,290080.0,11393.76,90.8503,1.0,2.0,2.0
55,Bor,Bor South,Jonglei,2.0,2014-02-01,0.2704829,105.3575,0.9492706,0.06413001,1.020858,0.4337461,4,28,1.907473,14008.33,7.961984,290080.0,11393.76,90.8503,2.0,1.0,2.0
56,Bor,Bor South,Jonglei,2.0,2014-03-01,0.2680577,106.5106,4.170177,-0.01197249,4.248914,2.655159,5,1,1.88984,14008.33,7.961984,290080.0,11393.76,90.8503,2.0,1.0,2.0
57,Bor,Bor South,Jonglei,2.0,2014-04-01,0.2628162,88.56615,19.56435,6.400364,9.602914,3.96655,12,76,1.9754,14008.33,7.961984,290080.0,11393.76,90.8503,2.0,1.0,3.0
58,Bor,Bor South,Jonglei,3.0,2014-05-01,0.459523,107.948,26.78999,7.804138,19.55006,8.261053,1,0,2.07643,14008.33,7.961984,290080.0,11393.76,90.8503,2.0,2.0,3.0
59,Bor,Bor South,Jonglei,2.0,2014-06-01,0.6143352,110.2585,15.1707,-3.76976,22.36913,5.336328,1,0,2.202512,14008.33,7.961984,290080.0,11393.76,90.8503,2.0,2.0,3.0
60,Bor,Bor South,Jonglei,3.0,2014-07-01,0.6376802,102.3356,20.7079,-2.676958,23.92883,2.339272,2,1,2.229237,14008.33,7.961984,290080.0,11393.76,90.8503,2.0,2.0,2.0
61,Bor,Bor South,Jonglei,2.0,2014-08-01,0.6482376,101.5164,23.05623,-0.9179313,27.23646,4.458605,1,0,2.07516,14008.33,7.961984,290080.0,11393.76,90.8503,3.0,2.0,2.0
62,Bor,Bor South,Jonglei,3.0,2014-09-01,0.6525318,104.1588,27.86091,3.408826,25.65934,5.376149,1,0,1.953609,14008.33,7.961984,290080.0,11393.76,90.8503,3.0,2.0,2.0
63,Bor,Bor South,Jonglei,2.0,2014-10-01,0.6590742,108.8331,18.91898,1.572925,26.55071,8.025383,1,1,1.843383,14008.33,7.961984,290080.0,11393.76,90.8503,3.0,2.0,2.0
64,Bor,Bor South,Jonglei,2.0,2014-11-01,0.5965852,108.4272,5.564631,-1.217964,20.83149,8.097018,1,0,1.902565,14008.33,7.961984,290080.0,11393.76,90.8503,2.0,3.0,2.0
65,Bor,Bor South,Jonglei,2.0,2014-12-01,0.434098,104.9594,0.6987047,-0.08303504,7.590112,4.018546,2,3,1.882826,14008.33,7.961984,290080.0,11393.76,90.8503,2.0,3.0,2.0
66,Bor,Bor South,Jonglei,2.0,2015-01-01,0.305375,100.9456,0.2682341,-0.09381579,1.439902,0.8175327,3,5,1.863284,14008.33,7.961984,296284.0,11393.76,90.8503,2.0,3.0,2.0
67,Bor,Bor South,Jonglei,2.0,2015-02-01,0.2686154,104.6301,0.8463119,-0.03882866,1.495103,0.9079919,3,3,1.865949,14008.33,7.961984,296284.0,11393.76,90.8503,2.0,2.0,2.0
68,Bor,Bor South,Jonglei,2.0,2015-03-01,0.2736845,108.7464,4.101619,-0.08053018,2.579986,0.9862306,2,0,1.971915,14008.33,7.961984,296284.0,11393.76,90.8503,2.0,2.0,2.0
69,Bor,Bor South,Jonglei,2.0,2015-04-01,0.3180263,107.1713,11.30658,-1.85741,7.04928,1.412915,2,0,2.100154,14008.33,7.961984,296284.0,11393.76,90.8503,2.0,2.0,2.0
70,Bor,Bor South,Jonglei,2.0,2015-05-01,0.5359676,125.9058,21.45863,2.472779,17.29999,6.010981,2,2,2.277618,14008.33,7.961984,296284.0,11393.76,90.8503,2.0,2.0,2.0
71,Bor,Bor South,Jonglei,1.0,2015-06-01,0.6309107,113.2334,22.05496,3.114504,23.20433,6.171537,0,0,2.663955,14008.33,7.961984,296284.0,11393.76,90.8503,2.0,2.0,2.0
72,Bor,Bor South,Jonglei,2.0,2015-07-01,0.6463969,103.7344,18.21496,-5.169898,25.4179,3.828336,2,0,2.895675,14008.33,7.961984,296284.0,11393.76,90.8503,2.0,2.0,2.0
73,Bor,Bor South,Jonglei,2.0,2015-08-01,0.5728575,89.71163,14.66287,-9.311289,18.96551,-3.812337,1,0,3.017331,14008.33,7.961984,296284.0,11393.76,90.8503,2.0,2.0,2.0
74,Bor,Bor South,Jonglei,2.0,2015-09-01,0.5684966,90.74484,22.80508,-1.647001,15.71058,-4.572616,1,0,3.190091,14008.33,7.961984,296284.0,11393.76,90.8503,2.0,2.0,2.0
75,Bor,Bor South,Jonglei,2.0,2015-10-01,0.598138,98.77073,18.93701,1.590952,15.28705,-3.238277,2,24,3.344321,14008.33,7.961984,296284.0,11393.76,90.8503,2.0,2.0,2.0
76,Bor,Bor South,Jonglei,2.0,2015-11-01,0.5338648,97.02802,11.06227,4.279671,11.28484,-1.449632,1,3,3.620547,14008.33,7.961984,296284.0,11393.76,90.8503,2.0,2.0,2.0
77,Bor,Bor South,Jonglei,2.0,2015-12-01,0.4000693,96.73171,0.8398804,0.05814061,2.2064,-1.365166,0,0,3.923591,14008.33,7.961984,296284.0,11393.76,90.8503,2.0,2.0,2.0
78,Bor,Bor South,Jonglei,2.0,2016-01-01,0.3020278,99.83912,0.275713,-0.08633682,0.3620319,-0.2603375,1,2,4.142797,14008.33,7.961984,262823.0,11393.76,90.8503,2.0,2.0,2.0
79,Bor,Bor South,Jonglei,2.0,2016-02-01,0.2618489,101.9944,0.8404804,-0.04466015,0.3398641,-0.2472475,1,1,4.660846,14008.33,7.961984,262823.0,11393.76,90.8503,2.0,2.0,2.0
80,Bor,Bor South,Jonglei,2.0,2016-03-01,0.2545321,101.1363,4.701653,0.5195035,3.142208,1.548453,3,2,5.426616,14008.33,7.961984,262823.0,11393.76,90.8503,2.0,2.0,2.0
81,Bor,Bor South,Jonglei,2.0,2016-04-01,0.2955236,99.58817,23.00714,9.843159,6.642028,1.005663,5,3,6.904187,14008.33,7.961984,262823.0,11393.76,90.8503,2.0,2.0,2.0
82,Bor,Bor South,Jonglei,2.0,2016-05-01,0.4058057,95.32906,20.12657,1.140718,13.36358,2.074575,1,1,7.540899,14008.33,7.961984,262823.0,11393.76,90.8503,2.0,2.0,2.0
83,Bor,Bor South,Jonglei,2.0,2016-06-01,0.5329208,95.64656,21.72132,2.780861,17.63846,0.6056592,0,0,8.361844,14008.33,7.961984,262823.0,11393.76,90.8503,2.0,2.0,3.0
84,Bor,Bor South,Jonglei,3.0,2016-07-01,0.6349909,101.904,29.1582,5.773336,26.06356,4.474,4,0,9.471664,14008.33,7.961984,262823.0,11393.76,90.8503,2.0,2.0,3.0
85,Bor,Bor South,Jonglei,2.0,2016-08-01,0.6128337,95.97205,13.32363,-10.65053,22.93333,0.1554757,3,22,11.9462,14008.33,7.961984,262823.0,11393.76,90.8503,2.0,2.0,3.0
86,Bor,Bor South,Jonglei,2.0,2016-09-01,0.5966204,95.23404,23.49724,-0.9548428,18.48504,-1.798157,2,0,14.03421,14008.33,7.961984,262823.0,11393.76,90.8503,2.0,2.0,3.0
87,Bor,Bor South,Jonglei,3.0,2016-10-01,0.5429901,89.66414,15.81447,-1.531585,13.1897,-5.335624,3,1,15.20508,14008.33,7.961984,262823.0,11393.76,90.8503,2.0,2.0,2.0
88,Bor,Bor South,Jonglei,2.0,2016-11-01,0.4704478,85.50221,7.068824,0.2862293,6.879664,-5.854809,3,12,16.36753,14008.33,7.961984,262823.0,11393.76,90.8503,3.0,2.0,2.0
89,Bor,Bor South,Jonglei,2.0,2016-12-01,0.3651773,88.29525,0.709338,-0.07240177,1.734336,-1.83723,2,30,19.83671,14008.33,7.961984,262823.0,11393.76,90.8503,3.0,2.0,2.0
90,Bor,Bor South,Jonglei,2.0,2017-01-01,0.2807985,92.82153,0.2817937,-0.08025615,0.05794735,-0.564422,2,0,22.26562,14008.33,7.961984,229361.0,11393.76,90.8503,3.0,2.0,2.0
91,Bor,Bor South,Jonglei,2.0,2017-02-01,0.2442644,95.145,1.142682,0.2575412,0.4186475,-0.1684641,4,6,26.15236,14008.33,7.961984,229361.0,11393.76,90.8503,3.0,2.0,3.0
92,Bor,Bor South,Jonglei,3.0,2017-03-01,0.2442315,97.04349,3.464903,-0.7172469,1.014602,-0.5791528,2,0,29.257,14008.33,7.961984,229361.0,11393.76,90.8503,2.0,3.0,3.0
93,Bor,Bor South,Jonglei,3.0,2017-04-01,0.2589816,87.27393,9.956213,-3.207772,6.38292,0.7465551,4,5,31.88891,14008.33,7.961984,229361.0,11393.76,90.8503,2.0,3.0,3.0
94,Bor,Bor South,Jonglei,3.0,2017-05-01,0.4204741,98.77486,21.90633,2.920474,14.70018,3.41117,8,4,32.21042,14008.33,7.961984,229361.0,11393.76,90.8503,2.0,3.0,3.0
95,Bor,Bor South,Jonglei,3.0,2017-06-01,0.5206785,93.44935,18.02526,-0.9151995,15.18017,-1.852624,2,2,39.65633,14008.33,7.961984,229361.0,11393.76,90.8503,2.0,3.0,2.0
96,Bor,Bor South,Jonglei,3.0,2017-07-01,0.5829647,93.55476,26.13847,2.753613,19.2449,-2.344664,5,36,42.12517,14008.33,7.961984,229361.0,11393.76,90.8503,3.0,2.0,2.0
97,Bor,Bor South,Jonglei,3.0,2017-08-01,0.6505038,101.8713,23.27195,-0.7022067,25.91422,3.136369,0,0,45.92278,14008.33,7.961984,229361.0,11393.76,90.8503,3.0,2.0,2.0
98,Bor,Bor South,Jonglei,3.0,2017-09-01,0.6250852,99.77765,27.61368,3.161594,22.26949,1.986294,1,0,44.46749,14008.33,7.961984,229361.0,11393.76,90.8503,3.0,2.0,2.0
99,Bor,Bor South,Jonglei,2.0,2017-10-01,0.6428781,106.1587,16.10054,-1.245516,20.34745,1.822118,2,0,44.70566,14008.33,7.961984,229361.0,11393.76,90.8503,3.0,2.0,3.0
100,Bor,Bor South,Jonglei,3.0,2017-11-01,0.6026951,109.5377,6.991334,0.2087398,16.582,3.84753,3,1,44.03259,14008.33,7.961984,229361.0,11393.76,90.8503,2.0,3.0,3.0
101,Bor,Bor South,Jonglei,3.0,2017-12-01,0.4452005,107.6439,0.6941621,-0.08757767,3.560141,-0.01142419,2,39,46.13234,14008.33,7.961984,229361.0,11393.76,90.8503,2.0,3.0,3.0
102,Bor,Bor South,Jonglei,3.0,2018-01-01,0.3267142,107.9995,0.2665522,-0.09549761,0.6352635,0.01289415,3,2,47.43981,14008.33,7.961984,195899.0,11393.76,90.8503,2.0,3.0,3.0
103,Bor,Bor South,Jonglei,3.0,2018-02-01,0.2827513,110.1363,1.114867,0.2297269,1.464564,0.8774522,3,20,43.95076,14008.33,7.961984,195899.0,11393.76,90.8503,2.0,3.0,3.0
104,Bor,Bor South,Jonglei,3.0,2018-03-01,0.2880285,114.4459,7.743521,3.561372,2.772499,1.178744,1,0,43.70096,14008.33,7.961984,195899.0,11393.76,90.8503,3.0,2.0,3.0
105,Bor,Bor South,Jonglei,3.0,2018-04-01,0.3852371,129.8206,13.5384,0.3744187,9.625831,3.989466,1,0,45.21212,14008.33,7.961984,195899.0,11393.76,90.8503,3.0,2.0,3.0
106,Bor,Bor South,Jonglei,3.0,2018-05-01,0.5951252,139.8027,28.62067,9.634819,16.22263,4.933617,0,0,49.53739,14008.33,7.961984,195899.0,11393.76,90.8503,3.0,2.0,3.0
107,Bor,Bor South,Jonglei,3.0,2018-06-01,0.7011102,125.8325,17.06181,-1.878648,24.52075,7.487957,0,0,48.57503,14008.33,7.961984,195899.0,11393.76,90.8503,3.0,2.0,3.0
108,Bor,Bor South,Jonglei,3.0,2018-07-01,0.6914526,110.965,18.32115,-5.063712,23.99929,2.409723,0,0,49.47341,14008.33,7.961984,195899.0,11393.76,90.8503,3.0,3.0,3.0
109,Bor,Bor South,Jonglei,3.0,2018-08-01,0.6766001,105.9581,23.20836,-0.7658004,20.93771,-1.840142,1,0,44.76246,14008.33,7.961984,195899.0,11393.76,90.8503,3.0,3.0,3.0
110,Bor,Bor South,Jonglei,3.0,2018-09-01,0.648607,103.5323,25.09958,0.6474972,14.54664,-5.736555,1,0,45.30621,14008.33,7.961984,195899.0,11393.76,90.8503,3.0,3.0,3.0
111,Bor,Bor South,Jonglei,3.0,2018-10-01,0.6055748,99.99878,15.93039,-1.41567,18.92544,0.4001171,5,14,44.68322,14008.33,7.961984,195899.0,11393.76,90.8503,3.0,3.0,3.0
112,Bor,Bor South,Jonglei,3.0,2018-11-01,0.5418407,98.47762,4.645333,-2.137261,10.54129,-2.193184,4,3,51.83539,14008.33,7.961984,195899.0,11393.76,90.8503,3.0,3.0,3.0
113,Bor,Bor South,Jonglei,3.0,2018-12-01,0.3938616,95.23075,0.8836856,0.1019458,1.658244,-1.913322,1,2,49.38422,14008.33,7.961984,195899.0,11393.76,90.8503,3.0,3.0,3.0
114,Bor,Bor South,Jonglei,3.0,2019-01-01,0.2989008,98.80546,0.3261175,-0.03593232,0.2256929,-0.3966765,3,6,50.54374,14008.33,7.961984,162438.0,11393.76,90.8503,3.0,3.0,3.0
115,Bor,Bor South,Jonglei,3.0,2019-02-01,0.269276,104.8874,0.8742678,-0.01087275,0.3102612,-0.2768504,0,0,52.7445,14008.33,7.961984,162438.0,11393.76,90.8503,3.0,3.0,3.0
116,Bor,Bor South,Jonglei,3.0,2019-03-01,0.2665284,105.6946,3.543473,-0.6223003,1.096212,-0.5194227,2,1,49.63813,14008.33,7.961984,162438.0,11393.76,90.8503,3.0,3.0,3.0
117,Bor,Bor South,Jonglei,3.0,2019-04-01,0.2982896,100.6191,10.90813,-2.255851,7.252868,1.560523,1,2,50.80925,14008.33,7.961984,162438.0,11393.76,90.8503,3.0,3.0,3.0
118,Bor,Bor South,Jonglei,3.0,2019-05-01,0.4070784,95.62803,19.84323,0.8573765,14.33876,3.049755,1,0,57.33625,14008.33,7.961984,162438.0,11393.76,90.8503,3.0,3.0,3.0
119,Bor,Bor South,Jonglei,3.0,2019-06-01,0.6039281,108.3907,24.9784,6.037935,23.5324,6.499607,1,0,61.69735,14008.33,7.961984,162438.0,11393.76,90.8503,3.0,3.0,3.0
120,Bor,Bor South,Jonglei,3.0,2019-07-01,0.6840243,109.7729,23.02202,-0.362841,28.51084,6.921281,1,1,59.86343,14008.33,7.961984,162438.0,11393.76,90.8503,3.0,3.0,3.0
121,Bor,Bor South,Jonglei,3.0,2019-08-01,0.6818484,106.78,27.28853,3.314369,28.27831,5.500462,0,0,62.28422,14008.33,7.961984,162438.0,11393.76,90.8503,3.0,3.0,3.0
122,Bor,Bor South,Jonglei,3.0,2019-09-01,0.6578801,105.0125,32.1062,7.654121,23.92176,3.638569,1,2,63.85489,14008.33,7.961984,162438.0,11393.76,90.8503,3.0,3.0,3.0
123,Bor,Bor South,Jonglei,3.0,2019-10-01,0.6661006,109.9934,27.90769,10.56164,26.16527,7.639943,1,1,65.85496,14008.33,7.961984,162438.0,11393.76,90.8503,3.0,3.0,3.0
124,Bor,Bor South,Jonglei,3.0,2019-11-01,0.6413638,116.5656,10.05196,3.269363,21.80875,9.074276,1,0,74.35729,14008.33,7.961984,162438.0,11393.76,90.8503,3.0,3.0,3.0
125,Bor,Bor South,Jonglei,3.0,2019-12-01,0.5677806,137.2822,1.402311,0.6205713,13.36976,9.798192,1,0,81.51491,14008.33,7.961984,162438.0,11393.76,90.8503,3.0,3.0,3.0
126,Bor,Bor South,Jonglei,3.0,2020-01-01,0.431462,142.6252,0.3759575,0.01482896,7.033648,6.411279,3,2,78.26074,14008.33,7.961984,285097.4,11393.76,90.8503,3.0,3.0,3.0
132,Jur River,Jur River,Western Bahr el Ghazal,1.0,2009-11-01,0.4672323,93.5915,3.517325,1.387556,3.023586,-2.596941,0,0,0.9918362,10091.04,0.1571745,147380.0,3157.81,85.95082,1.0,2.0,1.0
133,Jur River,Jur River,Western Bahr el Ghazal,1.0,2009-12-01,0.3538987,93.67267,0.1185034,-0.007469165,0.1403843,-0.5393718,0,0,0.9898606,10091.04,0.1571745,147380.0,3157.81,85.95082,1.0,2.0,1.0
134,Jur River,Jur River,Western Bahr el Ghazal,1.0,2010-01-01,0.3355733,97.77773,0.1212231,-0.001137715,0.1618237,-0.3712059,0,0,0.9965467,10091.04,0.1571745,151262.0,3157.81,85.95082,1.0,2.0,1.0
135,Jur River,Jur River,Western Bahr el Ghazal,1.0,2010-02-01,0.3411266,104.5893,0.6982016,0.2830676,0.1029747,-0.01306699,0,0,1.012351,10091.04,0.1571745,151262.0,3157.81,85.95082,1.0,1.0,1.0
136,Jur River,Jur River,Western Bahr el Ghazal,1.0,2010-03-01,0.3358671,98.43942,4.285,0.9234991,0.4066804,-0.2283289,0,0,1.032713,10091.04,0.1571745,151262.0,3157.81,85.95082,1.0,1.0,1.0
137,Jur River,Jur River,Western Bahr el Ghazal,1.0,2010-04-01,0.3740343,91.50207,7.681796,-2.396377,1.8232,-1.507623,0,0,1.037158,10091.04,0.1571745,151262.0,3157.81,85.95082,1.0,1.0,2.0
