train_loss,epoch,step
0.9760185480117798,0,49
0.610446572303772,1,99
0.5901844501495361,2,149
0.5418902635574341,3,199
0.5190442800521851,4,249
0.401206374168396,5,299
0.2371542900800705,6,349
0.13438022136688232,7,399
